"Text","Binary_Sentiment","Cont_Sentiment"
"this is that very mab      that plats the manes of horses in the night      and bakes the elflocks in foul sluttish, hairs,      which once untangled much misfortune bodes      this is the hag, when maids lie on their backs,      that presses them and learns them first to bear,      making them women of good carriage","0.0","-1.6352226734161377"
"this is she       rom","0.0","-2.1727333068847656"
"peace, peace, mercutio, peace!","1.0","1.5815140008926392"
"thou talk'st of nothing","1.0","0.2597956657409668"
"mer","1.0","0.024533458054065704"
"true, i talk of dreams       which are the children of an idle brain,      begot of nothing but vain fantasy       which is as thin of substance as the air,      and more inconstant than the wind, who wooes      even now the frozen bosom of the north      and, being anger'd, puffs away from thence,      turning his face to the dew dropping south","1.0","1.7406896352767944"
"ben","0.0","-0.49915015697479248"
"this wind you talk of blows us from ourselves","1.0","4.7440881729125977"
"supper is done, and we shall come too late","0.0","-4.0440645217895508"
"rom","0.0","-0.50506490468978882"
"i fear, too early  for my mind misgives      some consequence, yet hanging in the stars,      shall bitterly begin his fearful date      with this night's revels and expire the term      of a despised life, clos'd in my breast,      by some vile forfeit of untimely death","0.0","-1.370758056640625"
"but he that hath the steerage of my course      direct my sail!","1.0","1.7124490737915039"
"on, lusty gentlemen!","0.0","-0.67107009887695312"
"ben","0.0","-0.49915015697479248"
"strike, drum","1.0","0.61250209808349609"
"they march about the stage","1.0","1.5708551406860352"
"exeunt","1.0","0.024533458054065704"
"scene v   capulet's house","1.0","2.0350427627563477"
"servingmen come forth with napkins","1.0","2.5666141510009766"
"1","1.0","0.016052365303039551"
"serv","1.0","0.024533458054065704"
"where's potpan, that he helps not to take away?","0.0","-1.2406105995178223"
"he shift a trencher!","0.0","-0.68203127384185791"
"he scrape a trencher!","1.0","1.3169217109680176"
"2","0.0","-0.34304505586624146"
"serv","1.0","0.024533458054065704"
"when good manners shall lie all in one or two men's      hands, and they unwash'd too, 'tis a foul thing","0.0","-1.1937334537506104"
"1","1.0","0.016052365303039551"
"serv","1.0","0.024533458054065704"
"away with the join stools, remove the court cubbert,      look to the plate","1.0","0.65470707416534424"
"good thou, save me a piece of marchpane and, as      thou loves me, let the porter let in susan grindstone and  nell","0.0","-2.2906398773193359"
"anthony, and potpan!","1.0","1.357469916343689"
"2","0.0","-0.34304505586624146"
"serv","1.0","0.024533458054065704"
"ay, boy, ready","1.0","1.131513237953186"
"1","1.0","0.016052365303039551"
"serv","1.0","0.024533458054065704"
"you are look'd for and call'd for, ask'd for and      sought for, in the great chamber","1.0","3.3324224948883057"
"3","1.0","0.34899222850799561"
"serv","1.0","0.024533458054065704"
"we cannot be here and there too","0.0","-4.4952831268310547"
"cheerly, boys!","1.0","1.2726616859436035"
"be brisk awhile, and the longer liver take all","0.0","-2.8331484794616699"
"exeunt","1.0","0.024533458054065704"
"enter the maskers, enter,  with servants,  capulet, his wife,                juliet, tybalt, and all the guests                 and gentlewomen to the maskers","1.0","1.4029207229614258"
"cap","1.0","0.024533458054065704"
"welcome, gentlemen!","0.0","-0.23951345682144165"
"ladies that have their toes      unplagu'd with corns will have a bout with you","1.0","0.88436043262481689"
"ah ha, my mistresses!","1.0","0.55443578958511353"
"which of you all      will now deny to dance?","1.0","2.5560755729675293"
"she that makes dainty,      she i'll swear hath corns","1.0","2.1681632995605469"
"am i come near ye now?","0.0","-3.9917716979980469"
"welcome, gentlemen!","0.0","-0.23951345682144165"
"i have seen the day      that i have worn a visor and could tell      a whispering tale in a fair lady's ear,      such as would please","1.0","0.20789524912834167"
"'tis gone, 'tis gone, 'tis gone!","1.0","3.9043045043945312"
"you are welcome, gentlemen!","1.0","0.29784062504768372"
"come, musicians, play","1.0","1.1807987689971924"
"a hall, a hall!","1.0","0.29434594511985779"
"give room!","0.0","-1.0279699563980103"
"and foot it, girls","0.0","-1.9148628711700439"
"music plays, and they dance","1.0","1.0582002401351929"
"more light, you knaves!","1.0","2.4907169342041016"
"and turn the tables up,      and quench the fire, the room is grown too hot","0.0","-2.0532894134521484"
"ah, sirrah, this unlook'd for sport comes well","1.0","2.0151143074035645"
"nay, sit, nay, sit, good cousin capulet,      for you and i are past our dancing days","1.0","2.9001922607421875"
"how long is't now since last yourself and i      were in a mask?","0.0","-0.7517545223236084"
"2","0.0","-0.34304505586624146"
"cap","1.0","0.024533458054065704"
"by'r lady, thirty years","0.0","-0.49098551273345947"
"cap","1.0","0.024533458054065704"
"what, man?","0.0","-0.41699114441871643"
"'tis not so much, 'tis not so much!","0.0","-1.8991057872772217"
"'tis since the nuptial of lucentio,      come pentecost as quickly as it will,      some five and twenty years, and then we mask'd","0.0","-0.30987372994422913"
"2","0.0","-0.34304505586624146"
"cap","1.0","0.024533458054065704"
"'tis more, 'tis more!","1.0","2.6851887702941895"
"his son is elder, sir       his son is thirty","1.0","2.7906122207641602"
"cap","1.0","0.024533458054065704"
"will you tell me that?","0.0","-2.7851352691650391"
"his son was but a ward two years ago","1.0","1.2377443313598633"
"rom","0.0","-0.50506490468978882"
"to a servingman  what lady's that, which doth enrich the      hand of yonder knight?","0.0","-0.61303186416625977"
"serv","1.0","0.024533458054065704"
"i know not, sir","0.0","-1.6726994514465332"
"rom","0.0","-0.50506490468978882"
"o, she doth teach the torches to burn bright!","1.0","3.4726133346557617"
"it seems she hangs upon the cheek of night      like a rich jewel in an ethiop's ear       beauty too rich for use, for earth too dear!","1.0","0.50709724426269531"
"so shows a snowy dove trooping with crows      as yonder lady o'er her fellows shows","1.0","2.813377857208252"
"the measure done, i'll watch her place of stand      and, touching hers, make blessed my rude hand","1.0","2.1369037628173828"
"did my heart love till now?","0.0","-1.3097302913665771"
"forswear it, sight!","1.0","0.60622882843017578"
"for i ne'er saw true beauty till this night","1.0","3.3707661628723145"
"tyb","1.0","0.024533458054065704"
"this, by his voice, should be a montague","1.0","0.23942551016807556"
"fetch me my rapier, boy","1.0","0.62283569574356079"
"what, dares the slave      come hither, cover'd with an antic face,      to fleer and scorn at our solemnity?","1.0","1.3331995010375977"
"now, by the stock and honour of my kin,      to strike him dead i hold it not a sin","1.0","0.49357634782791138"
"cap","1.0","0.024533458054065704"
"why, how now, kinsman?","0.0","-0.33061900734901428"
"wherefore storm you so?","0.0","-2.3830180168151855"
"tyb","1.0","0.024533458054065704"
"uncle, this is a montague, our foe       a villain, that is hither come in spite      to scorn at our solemnity this night","1.0","3.0932283401489258"
"cap","1.0","0.024533458054065704"
"young romeo is it?","0.0","-2.797701358795166"
"tyb","1.0","0.024533458054065704"
"'tis he, that villain romeo","0.0","-0.13150765001773834"
"cap","1.0","0.024533458054065704"
"content thee, gentle coz, let him alone","1.0","1.2267013788223267"
"'a bears him like a portly gentleman,      and, to say truth, verona brags of him      to be a virtuous and well govern'd youth","1.0","0.66893899440765381"
"i would not for the wealth of all this town      here in my house do him disparagement","0.0","-1.0702791213989258"
"therefore be patient, take no note of him","0.0","-4.0571122169494629"
"it is my will  the which if thou respect,      show a fair presence and put off these frowns,      an ill beseeming semblance for a feast","0.0","-1.3173985481262207"
"tyb","1.0","0.024533458054065704"
"it fits when such a villain is a guest","0.0","-2.9181380271911621"
"i'll not endure him","0.0","-1.5749416351318359"
"cap","1.0","0.024533458054065704"
"he shall be endur'd","0.0","-2.8814821243286133"
"what, goodman boy?","0.0","-1.1493949890136719"
"i say he shall","0.0","-3.855435848236084"
"go to!","1.0","0.47378382086753845"
"am i the master here, or you?","1.0","0.85793483257293701"
"go to!","1.0","0.47378382086753845"
"you'll not endure him?","0.0","-2.710474967956543"
"god shall mend my soul!","0.0","-2.0313048362731934"
"you'll make a mutiny among my guests!","1.0","3.7668437957763672"
"you will set cock a hoop!","1.0","1.851770281791687"
"you'll be the man!","1.0","2.2467336654663086"
"tyb","1.0","0.024533458054065704"
"why, uncle, 'tis a shame","1.0","2.664764404296875"
"cap","1.0","0.024533458054065704"
"go to, go to!","1.0","0.98067307472229004"
"you are a saucy boy","1.0","2.7749123573303223"
"is't so, indeed?","0.0","-4.7024374008178711"
"this trick may chance to scathe you","1.0","4.3783936500549316"
"i know what","1.0","0.56572937965393066"
"you must contrary me!","0.0","-1.0148954391479492"
"marry, 'tis time        well said, my hearts!  you are a princox  go!","1.0","3.5992012023925781"
"be quiet, or  more light, more light!  for shame!","1.0","1.2675142288208008"
"i'll make you quiet  what!  cheerly, my hearts!","1.0","5.2041268348693848"
"tyb","1.0","0.024533458054065704"
"patience perforce with wilful choler meeting      makes my flesh tremble in their different greeting","1.0","8.7063083648681641"
"i will withdraw  but this intrusion shall,      now seeming sweet, convert to bitt'rest gall","1.0","0.35313832759857178"
"exit","0.0","-0.50551515817642212"
"rom","0.0","-0.50506490468978882"
"if i profane with my unworthiest hand      this holy shrine, the gentle fine is this       my lips, two blushing pilgrims, ready stand      to smooth that rough touch with a tender kiss","1.0","5.049527645111084"
"jul","1.0","0.024533458054065704"
"good pilgrim, you do wrong your hand too much,      which mannerly devotion shows in this       for saints have hands that pilgrims' hands do touch,      and palm to palm is holy palmers' kiss","0.0","-4.540163516998291"
"rom","0.0","-0.50506490468978882"
"have not saints lips, and holy palmers too?","0.0","-1.262556791305542"
"jul","1.0","0.024533458054065704"
"ay, pilgrim, lips that they must use in pray'r","1.0","2.8565325736999512"
"rom","0.0","-0.50506490468978882"
"o, then, dear saint, let lips do what hands do!","0.0","-3.3313479423522949"
"they pray  grant thou, lest faith turn to despair","1.0","4.3741445541381836"
"jul","1.0","0.024533458054065704"
"saints do not move, though grant for prayers' sake","0.0","-1.1513452529907227"
"rom","0.0","-0.50506490468978882"
"then move not while my prayer's effect i take","0.0","-3.5133709907531738"
"thus from my lips, by thine my sin is purg'd","1.0","0.30550593137741089"
"kisses her","1.0","0.086883969604969025"
"jul","1.0","0.024533458054065704"
"then have my lips the sin that they have took","0.0","-1.9181642532348633"
"rom","0.0","-0.50506490468978882"
"sin from my lips?","0.0","-1.5249691009521484"
"o trespass sweetly urg'd!","1.0","2.365570068359375"
"give me my sin again","0.0","-0.50935518741607666"
"kisses her","1.0","0.086883969604969025"
"jul","1.0","0.024533458054065704"
"you kiss by th' book","1.0","0.10510872304439545"
"nurse","0.0","-1.1753722429275513"
"madam, your mother craves a word with you","1.0","4.2703466415405273"
"rom","0.0","-0.50506490468978882"
"what is her mother?","1.0","0.24408568441867828"
"nurse","0.0","-1.1753722429275513"
"marry, bachelor,      her mother is the lady of the house","1.0","3.580958366394043"
"and a good lady, and a wise and virtuous","1.0","5.1461992263793945"
"i nurs'd her daughter that you talk'd withal","1.0","2.1901865005493164"
"i tell you, he that can lay hold of her      shall have the chinks","1.0","0.67841231822967529"
"rom","0.0","-0.50506490468978882"
"is she a capulet?","0.0","-1.5353491306304932"
"o dear account!","1.0","0.22900675237178802"
"my life is my foe's debt","1.0","2.4774136543273926"
"ben","0.0","-0.49915015697479248"
"away, be gone  the sport is at the best","1.0","1.5306885242462158"
"rom","0.0","-0.50506490468978882"
"ay, so i fear  the more is my unrest","0.0","-0.88322740793228149"
"cap","1.0","0.024533458054065704"
"nay, gentlemen, prepare not to be gone       we have a trifling foolish banquet towards","0.0","-5.3190689086914062"
"is it e'en so?","0.0","-3.5045938491821289"
"why then, i thank you all","1.0","2.318603515625"
"i thank you, honest gentlemen","1.0","1.5818369388580322"
"good night","1.0","0.40027955174446106"
"more torches here!","1.0","0.033457845449447632"
"exeunt maskers","1.0","0.19878216087818146"
"come on then, let's to bed","0.0","-2.7062652111053467"
"ah, sirrah, by my fay, it waxes late       i'll to my rest","0.0","-0.060903728008270264"
"exeunt  all but juliet and nurse","0.0","-4.3259787559509277"
"jul","1.0","0.024533458054065704"
"come hither, nurse","0.0","-1.3886148929595947"
"what is yond gentleman?","0.0","-0.53881525993347168"
"nurse","0.0","-1.1753722429275513"
"the son and heir of old tiberio","1.0","3.8680429458618164"
"jul","1.0","0.024533458054065704"
"what's he that now is going out of door?","0.0","-0.24002687633037567"
"nurse","0.0","-1.1753722429275513"
"marry, that, i think, be young petruchio","1.0","2.1543946266174316"
"jul","1.0","0.024533458054065704"
"what's he that follows there, that would not dance?","0.0","-2.4963283538818359"
"nurse","0.0","-1.1753722429275513"
"i know not","0.0","-0.24836444854736328"
"jul","1.0","0.024533458054065704"
"go ask his name   if he be married,      my grave is like to be my wedding bed","0.0","-2.9875388145446777"
"nurse","0.0","-1.1753722429275513"
"his name is romeo, and a montague,      the only son of your great enemy","1.0","0.70659279823303223"
"jul","1.0","0.024533458054065704"
"my only love, sprung from my only hate!","1.0","1.1895135641098022"
"too early seen unknown, and known too late!","0.0","-0.12867170572280884"
"prodigious birth of love it is to me      that i must love a loathed enemy","1.0","1.9661633968353271"
"nurse","0.0","-1.1753722429275513"
"what's this?","0.0","-1.5978585481643677"
"what's this?","0.0","-1.5978585481643677"
"jul","1.0","0.024533458054065704"
"a rhyme i learnt even now      of one i danc'd withal","0.0","-2.081326961517334"
"one calls within, 'juliet '","1.0","2.1280438899993896"
"nurse","0.0","-1.1753722429275513"
"anon, anon!","1.0","1.6304984092712402"
"come, let's away  the strangers all are gone","0.0","-2.521209716796875"
"exeunt","1.0","0.024533458054065704"
"prologue    enter chorus","0.0","-2.7757472991943359"
"chor","1.0","0.024533458054065704"
"now old desire doth in his deathbed lie,      and young affection gapes to be his heir       that fair for which love groan'd for and would die,      with tender juliet match'd, is now not fair","1.0","2.4885087013244629"
"now romeo is belov'd, and loves again,      alike bewitched by the charm of looks       but to his foe suppos'd he must complain,      and she steal love's sweet bait from fearful hooks","1.0","3.4962890148162842"
"being held a foe, he may not have access      to breathe such vows as lovers use to swear,      and she as much in love, her means much less      to meet her new beloved anywhere       but passion lends them power, time means, to meet,      temp'ring extremities with extreme sweet","1.0","2.0957589149475098"
"exit","0.0","-0.50551515817642212"
"act ii","0.0","-1.6146867275238037"
"scene i","0.0","-0.67934298515319824"
"a lane by the wall of capulet's orchard","0.0","-1.1874716281890869"
"enter romeo alone","0.0","-4.3506002426147461"
"rom","0.0","-0.50506490468978882"
"can i go forward when my heart is here?","0.0","-0.44404786825180054"
"turn back, dull earth, and find thy centre out","0.0","-5.8674325942993164"
"climbs the wall and leaps down within it","1.0","1.039658784866333"
"enter benvolio with mercutio","1.0","0.5520857572555542"
"ben","0.0","-0.49915015697479248"
"romeo!","0.0","-0.44809389114379883"
"my cousin romeo!","0.0","-2.9753191471099854"
"romeo!","0.0","-0.44809389114379883"
"mer","1.0","0.024533458054065704"
"he is wise,      and, on my life, hath stol'n him home to bed","1.0","1.7391142845153809"
"ben","0.0","-0.49915015697479248"
"he ran this way, and leapt this orchard wall","0.0","-0.20733895897865295"
"call, good mercutio","1.0","1.3371446132659912"
"mer","1.0","0.024533458054065704"
"nay, i'll conjure too","0.0","-4.7240748405456543"
"romeo!","0.0","-0.44809389114379883"
"humours!","1.0","0.54658794403076172"
"madman!","0.0","-0.089477844536304474"
"passion!","1.0","0.53564512729644775"
"lover!","0.0","-0.065264619886875153"
"appear thou in the likeness of a sigh       speak but one rhyme, and i am satisfied!","0.0","-0.093466371297836304"
"cry but 'ay me!'","0.0","-1.4961230754852295"
"pronounce but 'love' and 'dove'       speak to my gossip venus one fair word,      one nickname for her purblind son and heir,      young adam cupid, he that shot so trim      when king cophetua lov'd the beggar maid!","1.0","1.7834030389785767"
"he heareth not, he stirreth not, be moveth not       the ape is dead, and i must conjure him","1.0","0.28266704082489014"
"i conjure thee by rosaline's bright eyes","1.0","1.0865198373794556"
"by her high forehead and her scarlet lip,      by her fine foot, straight leg, and quivering thigh,      and the demesnes that there adjacent lie,      that in thy likeness thou appear to us!","1.0","1.0044523477554321"
"ben","0.0","-0.49915015697479248"
"an if he hear thee, thou wilt anger him","1.0","1.5274012088775635"
"mer","1.0","0.024533458054065704"
"this cannot anger him","1.0","0.28748756647109985"
"'twould anger him      to raise a spirit in his mistress' circle      of some strange nature, letting it there stand      till she had laid it and conjur'd it down","0.0","-0.81745409965515137"
"that were some spite  my invocation      is fair and honest  in his mistress' name,      i conjure only but to raise up him","0.0","-0.74522966146469116"
"ben","0.0","-0.49915015697479248"
"come, he hath hid himself among these trees      to be consorted with the humorous night","1.0","2.9014835357666016"
"blind is his love and best befits the dark","1.0","2.4249391555786133"
"mer","1.0","0.024533458054065704"
"if love be blind, love cannot hit the mark","1.0","1.9091509580612183"
"now will he sit under a medlar tree      and wish his mistress were that kind of fruit      as maids call medlars when they laugh alone","0.0","-3.8249936103820801"
"o, romeo, that she were, o that she were      an open et cetera, thou a pop'rin pear!","1.0","1.9448690414428711"
"romeo, good night","1.0","0.52241659164428711"
"i'll to my truckle bed       this field bed is too cold for me to sleep","0.0","-3.1497631072998047"
"come, shall we go?","0.0","-3.1493878364562988"
"ben","0.0","-0.49915015697479248"
"go then, for 'tis in vain      'to seek him here that means not to be found","1.0","0.65602469444274902"
"exeunt","1.0","0.024533458054065704"
"scene ii","0.0","-1.491283655166626"
"capulet's orchard","0.0","-2.8982603549957275"
"enter romeo","0.0","-3.9654984474182129"
"rom","0.0","-0.50506490468978882"
"he jests at scars that never felt a wound","0.0","-0.12255311012268066"
"enter juliet above at a window","0.0","-1.3281645774841309"
"but soft!","0.0","-1.2773876190185547"
"what light through yonder window breaks?","0.0","-2.1993141174316406"
"it is the east, and juliet is the sun!","1.0","2.0877735614776611"
"arise, fair sun, and kill the envious moon,      who is already sick and pale with grief      that thou her maid art far more fair than she","0.0","-1.2361118793487549"
"be not her maid, since she is envious","0.0","-2.182581901550293"
"her vestal livery is but sick and green,      and none but fools do wear it","0.0","-6.1535234451293945"
"cast it off","0.0","-1.2999837398529053"
"it is my lady  o, it is my love!","1.0","3.8950834274291992"
"o that she knew she were!","0.0","-0.51719588041305542"
"she speaks, yet she says nothing","0.0","-0.70327949523925781"
"what of that?","0.0","-1.0271457433700562"
"her eye discourses  i will answer it","0.0","-2.216282844543457"
"i am too bold  'tis not to me she speaks","0.0","-1.4918055534362793"
"two of the fairest stars in all the heaven,      having some business, do entreat her eyes      to twinkle in their spheres till they return","1.0","0.42884829640388489"
"what if her eyes were there, they in her head?","0.0","-1.4209756851196289"
"the brightness of her cheek would shame those stars      as daylight doth a lamp  her eyes in heaven      would through the airy region stream so bright      that birds would sing and think it were not night","0.0","-0.64455705881118774"
"see how she leans her cheek upon her hand!","1.0","1.3894450664520264"
"o that i were a glove upon that hand,      that i might touch that cheek!","1.0","2.4541015625"
"jul","1.0","0.024533458054065704"
"ay me!","1.0","0.09358765184879303"
"rom","0.0","-0.50506490468978882"
"she speaks","1.0","0.44282230734825134"
"o, speak again, bright angel!","1.0","2.125666618347168"
"for thou art      as glorious to this night, being o'er my head,      as is a winged messenger of heaven      unto the white upturned wond'ring eyes      of mortals that fall back to gaze on him      when he bestrides the lazy pacing clouds      and sails upon the bosom of the air","0.0","-0.087277546525001526"
"jul","1.0","0.024533458054065704"
"o romeo, romeo!","0.0","-1.7178418636322021"
"wherefore art thou romeo?","0.0","-4.2525458335876465"
"deny thy father and refuse thy name!","0.0","-2.6168379783630371"
"or, if thou wilt not, be but sworn my love,      and i'll no longer be a capulet","1.0","0.36370557546615601"
"rom","0.0","-0.50506490468978882"
"aside  shall i hear more, or shall i speak at this?","0.0","-4.4813356399536133"
"jul","1.0","0.024533458054065704"
"'tis but thy name that is my enemy","0.0","-1.1062004566192627"
"thou art thyself, though not a montague","1.0","1.0236325263977051"
"what's montague?","0.0","-0.94374614953994751"
"it is nor hand, nor foot,      nor arm, nor face, nor any other part      belonging to a man","0.0","-9.1581859588623047"
"o, be some other name!","0.0","-3.3047287464141846"
"what's in a name?","0.0","-5.3527631759643555"
"that which we call a rose      by any other name would smell as sweet","0.0","-3.5699496269226074"
"so romeo would, were he not romeo call'd,      retain that dear perfection which he owes      without that title","0.0","-4.5503349304199219"
"romeo, doff thy name       and for that name, which is no part of thee,      take all myself","0.0","-1.8120791912078857"
"rom","0.0","-0.50506490468978882"
"i take thee at thy word","0.0","-0.071592137217521667"
"call me but love, and i'll be new baptiz'd       henceforth i never will be romeo","0.0","-0.33587425947189331"
"jul","1.0","0.024533458054065704"
"what man art thou that, thus bescreen'd in night,      so stumblest on my counsel?","0.0","-0.22769917547702789"
"rom","0.0","-0.50506490468978882"
"by a name      i know not how to tell thee who i am","0.0","-0.37744700908660889"
"my name, dear saint, is hateful to myself,      because it is an enemy to thee","0.0","-0.60558396577835083"
"had i it written, i would tear the word","1.0","2.1502344608306885"
"jul","1.0","0.024533458054065704"
"my ears have yet not drunk a hundred words      of that tongue's utterance, yet i know the sound","1.0","4.3804693222045898"
"art thou not romeo, and a montague?","0.0","-1.7960655689239502"
"rom","0.0","-0.50506490468978882"
"neither, fair saint, if either thee dislike","0.0","-1.659309983253479"
"jul","1.0","0.024533458054065704"
"how cam'st thou hither, tell me, and wherefore?","0.0","-2.0781474113464355"
"the orchard walls are high and hard to climb,      and the place death, considering who thou art,      if any of my kinsmen find thee here","0.0","-1.6246885061264038"
"rom","0.0","-0.50506490468978882"
"with love's light wings did i o'erperch these walls       for stony limits cannot hold love out,      and what love can do, that dares love attempt","1.0","3.0261039733886719"
"therefore thy kinsmen are no let to me","0.0","-5.7392978668212891"
"jul","1.0","0.024533458054065704"
"if they do see thee, they will murther thee","1.0","0.7975161075592041"
"rom","0.0","-0.50506490468978882"
"alack, there lies more peril in thine eye      than twenty of their swords!","1.0","3.3743138313293457"
"look thou but sweet,      and i am proof against their enmity","1.0","6.6203098297119141"
"jul","1.0","0.024533458054065704"
"i would not for the world they saw thee here","0.0","-0.37670862674713135"
"rom","0.0","-0.50506490468978882"
"i have night's cloak to hide me from their sight       and but thou love me, let them find me here","0.0","-3.4843344688415527"
"my life were better ended by their hate      than death prorogued, wanting of thy love","1.0","0.2621491551399231"
"jul","1.0","0.024533458054065704"
"by whose direction found'st thou out this place?","0.0","-0.911857008934021"
"rom","0.0","-0.50506490468978882"
"by love, that first did prompt me to enquire","1.0","2.0634651184082031"
"he lent me counsel, and i lent him eyes","1.0","1.6115909814834595"
"i am no pilot  yet, wert thou as far      as that vast shore wash'd with the farthest sea,      i would adventure for such merchandise","1.0","4.457855224609375"
"jul","1.0","0.024533458054065704"
"thou knowest the mask of night is on my face       else would a maiden blush bepaint my cheek      for that which thou hast heard me speak to night","1.0","1.4962141513824463"
"fain would i dwell on form  fain, fain deny      what i have spoke  but farewell compliment!","1.0","3.0888700485229492"
"dost thou love me, i know thou wilt say 'ay'       and i will take thy word","1.0","0.6335529088973999"
"yet, if thou swear'st,      thou mayst prove false","0.0","-0.49269363284111023"
"at lovers' perjuries,      they say jove laughs","1.0","0.18351662158966064"
"o gentle romeo,      if thou dost love, pronounce it faithfully","1.0","2.8891654014587402"
"or if thou thinkest i am too quickly won,      i'll frown, and be perverse, and say thee nay,      so thou wilt woo  but else, not for the world","0.0","-3.2812767028808594"
"in truth, fair montague, i am too fond,      and therefore thou mayst think my haviour light       but trust me, gentleman, i'll prove more true      than those that have more cunning to be strange","0.0","-2.2415397167205811"
"i should have been more strange, i must confess,      but that thou overheard'st, ere i was ware,      my true love passion","1.0","1.9678134918212891"
"therefore pardon me,      and not impute this yielding to light love,      which the dark night hath so discovered","0.0","-3.4723937511444092"
"rom","0.0","-0.50506490468978882"
"lady, by yonder blessed moon i swear,      that tips with silver all these fruit tree tops       jul","0.0","-3.2079982757568359"
"o, swear not by the moon, th' inconstant moon,      that monthly changes in her circled orb,      lest that thy love prove likewise variable","0.0","-2.475553035736084"
"rom","0.0","-0.50506490468978882"
"what shall i swear by?","0.0","-6.0466680526733398"
"jul","1.0","0.024533458054065704"
"do not swear at all       or if thou wilt, swear by thy gracious self,      which is the god of my idolatry,      and i'll believe thee","0.0","-1.3580489158630371"
"rom","0.0","-0.50506490468978882"
"if my heart's dear love       jul","1.0","1.8617630004882812"
"well, do not swear","0.0","-3.6029398441314697"
"although i joy in thee,      i have no joy of this contract to night","0.0","-3.1831574440002441"
"it is too rash, too unadvis'd, too sudden       too like the lightning, which doth cease to be      ere one can say 'it lightens '","0.0","-5.5079050064086914"
"sweet, good night!","1.0","3.8185832500457764"
"this bud of love, by summer's ripening breath,      may prove a beauteous flow'r when next we meet","1.0","0.86567509174346924"
"good night, good night!","1.0","3.1328778266906738"
"as sweet repose and rest      come to thy heart as that within my breast!","1.0","1.2622427940368652"
"rom","0.0","-0.50506490468978882"
"o, wilt thou leave me so unsatisfied?","0.0","-5.1818218231201172"
"jul","1.0","0.024533458054065704"
"what satisfaction canst thou have to night?","0.0","-1.042549729347229"
"rom","0.0","-0.50506490468978882"
"th' exchange of thy love's faithful vow for mine","0.0","-1.0166202783584595"
"jul","1.0","0.024533458054065704"
"i gave thee mine before thou didst request it       and yet i would it were to give again","0.0","-6.3157787322998047"
"rom","0.0","-0.50506490468978882"
"would'st thou withdraw it?","0.0","-0.83304399251937866"
"for what purpose, love?","0.0","-4.8547263145446777"
"jul","1.0","0.024533458054065704"
"but to be frank and give it thee again","0.0","-0.73788237571716309"
"and yet i wish but for the thing i have","1.0","0.21444806456565857"
"my bounty is as boundless as the sea,      my love as deep  the more i give to thee,      the more i have, for both are infinite","1.0","2.1737251281738281"
"i hear some noise within","1.0","1.9073178768157959"
"dear love, adieu!","1.0","1.4840315580368042"
"nurse  calls within","1.0","1.4445507526397705"
"anon, good nurse!","1.0","0.91890501976013184"
"sweet montague, be true","1.0","1.6708784103393555"
"stay but a little, i will come again","0.0","-0.52898305654525757"
"exit","0.0","-0.50551515817642212"
"rom","0.0","-0.50506490468978882"
"o blessed, blessed night!","1.0","3.3472704887390137"
"i am afeard,      being in night, all this is but a dream,      too flattering sweet to be substantial","1.0","1.1980149745941162"
"enter juliet above","0.0","-2.8085112571716309"
"jul","1.0","0.024533458054065704"
"three words, dear romeo, and good night indeed","0.0","-0.89378458261489868"
"if that thy bent of love be honourable,      thy purpose marriage, send me word to morrow,      by one that i'll procure to come to thee,      where and what time thou wilt perform the rite       and all my fortunes at thy foot i'll lay      and follow thee my lord throughout the world","0.0","-0.68436849117279053"
"nurse","0.0","-1.1753722429275513"
"(within) madam!","1.0","0.41258150339126587"
"jul","1.0","0.024533458054065704"
"i come, anon   but if thou meanest not well,      i do beseech thee       nurse","1.0","0.95013749599456787"
"(within) madam!","1.0","0.41258150339126587"
"jul","1.0","0.024533458054065704"
"by and by i come        to cease thy suit and leave me to my grief","0.0","-0.46521437168121338"
"to morrow will i send","1.0","0.97773861885070801"
"rom","0.0","-0.50506490468978882"
"so thrive my soul       jul","1.0","0.95584845542907715"
"a thousand times good night!","0.0","-0.19996979832649231"
"exit","0.0","-0.50551515817642212"
"rom","0.0","-0.50506490468978882"
"a thousand times the worse, to want thy light!","0.0","-2.7500371932983398"
"love goes toward love as schoolboys from their books       but love from love, towards school with heavy looks","0.0","-0.57612460851669312"
"enter juliet again,  above","0.0","-0.59042203426361084"
"jul","1.0","0.024533458054065704"
"hist!","1.0","1.0046708583831787"
"romeo, hist!","1.0","1.2192075252532959"
"o for a falconer's voice      to lure this tassel gentle back again!","1.0","5.9210243225097656"
"bondage is hoarse and may not speak aloud       else would i tear the cave where echo lies,      and make her airy tongue more hoarse than mine      with repetition of my romeo's name","0.0","-3.2594871520996094"
"romeo!","0.0","-0.44809389114379883"
"rom","0.0","-0.50506490468978882"
"it is my soul that calls upon my name","1.0","3.7010428905487061"
"how silver sweet sound lovers' tongues by night,      like softest music to attending ears!","0.0","-0.063081234693527222"
"jul","1.0","0.024533458054065704"
"romeo!","0.0","-0.44809389114379883"
"rom","0.0","-0.50506490468978882"
"my dear?","0.0","-3.6750168800354004"
"jul","1.0","0.024533458054065704"
"at what o'clock to morrow      shall i send to thee?","0.0","-2.2259833812713623"
"rom","0.0","-0.50506490468978882"
"by the hour of nine","1.0","0.20216177403926849"
"jul","1.0","0.024533458054065704"
"i will not fail","0.0","-2.4283866882324219"
